x,y,z,state
0.22435,1.1324459999999998,0.5224300000000001,running
0.4159239999999999,2.320908,1.099915,running
2.066879,1.921921,0.637238,running
2.040268,1.600693,-1.561356,running
1.08963,0.855225,-0.990036,running
0.8504639999999999,0.495743,-0.289948,running
0.719696,0.178726,-0.5249020000000001,running
0.6793060000000001,-0.075516,-0.452972,running
0.4637449999999999,-0.069321,0.151474,running
0.288391,-0.2913969999999999,0.40535,running
0.2098239999999999,-0.125198,-0.210022,running
0.326859,0.684555,-0.524033,running
0.508896,1.686783,0.192413,running
0.35025,1.961273,0.3990329999999999,running
0.81015,2.377762,-0.250198,running
1.404068,2.817535,-0.586288,running
1.320633,1.905273,-0.412155,running
1.042007,1.969818,-0.22789,running
0.61261,1.922028,-0.4336239999999999,running
0.439011,1.415756,-0.447403,running
0.433762,0.73085,-0.370438,running
0.370392,0.07431,-0.057816,running
-0.316833,-0.6314390000000001,0.270721,running
-0.909897,-1.136292,0.517334,running
-0.8573459999999999,-0.5259550000000001,0.385345,running
-0.383087,-0.06665,0.496567,running
-0.064484,0.28479,0.124588,running
0.241196,0.50647,-0.392731,running
1.170517,0.870575,-0.397339,running
0.951492,0.4594729999999999,-0.066132,running
0.912598,1.524673,0.359634,running
1.809601,4.827362,-0.798904,running
-0.2741389999999999,2.572006,1.451782,running
-0.6720119999999999,0.421112,0.917313,running
-0.099472,0.0771029999999999,0.6837770000000001,running
0.011337,0.057846,0.124252,running
0.246185,0.767609,0.388992,running
0.526199,1.927475,0.767227,running
0.967621,2.658417,0.038605,running
3.205124,1.427414,-1.520111,running
1.894165,1.054276,-0.606506,running
1.64444,1.021973,-0.649094,running
1.223175,0.466446,-0.63356,running
0.853943,-0.090195,-0.386917,running
0.5984649999999999,-0.392532,0.065933,running
0.452606,-0.570786,0.11087,running
0.139297,-0.0927429999999999,-0.450684,running
0.0647129999999999,0.344757,-0.778763,running
-0.040741,0.673325,-0.337402,running
0.41745,1.395233,0.144196,running
0.681595,1.865067,0.965836,running
0.439499,1.870087,0.419327,running
1.808502,2.857086,-0.942261,running
1.761414,2.122787,-1.437195,running
1.5121,2.37851,-0.875519,running
1.475555,1.48381,-0.128235,running
1.2080229999999998,0.82663,-0.076904,running
0.107529,-0.0149539999999999,-0.232819,running
-0.749115,-0.97435,0.233765,running
-1.118073,-0.78093,0.479355,running
-1.020615,-0.232864,0.040329,running
-0.549179,-0.105194,0.218033,running
-0.2830809999999999,-0.009613,0.466492,running
0.058685,0.229202,0.55658,running
0.074371,0.624359,0.063202,running
0.2363429999999999,1.034042,-0.186111,running
0.545639,1.051498,-0.561783,running
0.938339,1.092422,0.350296,running
1.851425,5.317245,-1.619888,running
0.62532,2.236359,1.5180209999999998,running
-0.2417139999999999,0.589172,0.323334,running
0.160934,0.393082,0.811661,running
0.051453,-0.222519,0.498535,running
0.187439,-0.247406,0.628708,running
0.7935180000000001,1.037933,0.654846,running
1.2459870000000002,2.445709,0.610748,running
1.273285,2.697556,0.62822,running
3.634567,0.5754090000000001,-2.035477,running
1.447876,0.712616,-1.649323,running
0.6873630000000001,0.92662,-0.809647,running
0.383438,0.8964840000000001,-0.20665,running
0.40715,0.349075,-0.612427,running
0.4208979999999999,-0.171448,-0.361252,running
0.490982,-0.541611,0.221344,running
0.417725,-0.7259979999999999,0.1968079999999999,running
0.51239,-0.297928,-0.20401,running
0.6544800000000001,0.561951,-0.347122,running
0.772888,1.775452,0.093109,running
0.410202,1.921661,0.074142,running
0.751694,2.521606,-0.332886,running
1.474854,3.052765,-0.912338,running
1.295227,2.3557740000000003,-0.564484,running
0.935974,2.136292,-0.213577,running
0.691986,1.452255,-0.516998,running
0.65596,0.8983760000000001,-0.595917,running
0.484299,0.1710819999999999,-0.5595399999999999,running
0.2816929999999999,-0.6417689999999999,-0.095566,running
-0.388794,-0.968567,0.2797389999999999,running
-0.707184,-0.738953,0.626907,running
-0.723495,-0.159973,0.328781,running
-0.199554,0.388947,0.300354,running
0.181335,0.662384,0.170593,running
0.4526979999999999,0.769043,-0.145706,running
1.176758,0.795563,-0.337051,running
1.296402,0.612595,0.255386,running
1.405289,2.781158,-0.933365,running
0.8269040000000001,2.750916,-0.987564,running
-0.8639370000000001,1.429352,-0.267502,running
-0.191025,0.693878,1.911179,running
-0.199097,-0.00621,1.067276,running
0.212769,0.614075,0.957657,running
0.6222989999999999,1.332535,1.053589,running
0.7253109999999999,2.259293,0.566071,running
3.392807,2.195084,-0.1083529999999999,running
2.374527,1.187607,-1.563248,running
1.296875,0.4913939999999999,-1.182892,running
0.863281,0.501724,-0.06752,running
0.259979,0.7335659999999999,0.113785,running
0.39296,0.145767,-0.701904,running
0.5103449999999999,-0.560135,-0.169922,running
0.644989,-0.798859,0.1910859999999999,running
0.3537599999999999,-0.547104,0.139816,running
0.245087,0.221191,-0.914612,running
0.463089,1.2402799999999998,-0.333023,running
0.474182,1.767838,0.002121,running
0.567825,2.235687,-0.019302,running
1.6798400000000002,2.9062650000000003,-0.289352,running
2.0836330000000003,2.4561610000000003,-0.652664,running
1.6614380000000002,1.898727,-0.60643,running
0.8794860000000001,1.856628,-0.8005220000000001,running
1.024734,1.145859,-0.553619,running
0.898834,0.6892699999999999,-0.372803,running
0.6708529999999999,0.112488,-0.055222,running
0.0899809999999999,-0.246719,0.349335,running
-0.970825,-0.569016,0.94841,running
-1.590118,-0.6774140000000001,0.791229,running
-0.775208,-0.046692,0.738388,running
-0.2338869999999999,0.351089,0.140915,running
0.212723,0.364853,-0.211975,running
0.8301850000000001,-0.0390779999999999,-0.378708,running
1.484222,0.320282,-0.36409,running
1.318329,1.326248,0.278809,running
2.028336,4.033875,-1.50119,running
-0.3725429999999999,1.973419,0.316757,running
-0.095795,0.87413,0.182373,running
-0.05574,0.114273,1.379791,running
-0.046844,0.071518,0.7435609999999999,running
0.408401,1.198029,1.182877,running
0.580933,2.446976,0.7848970000000001,running
2.469467,2.398636,0.043747,running
2.374496,1.151855,-1.49173,running
